"Authors","Author full names","Author(s) ID","Title","Year","Link"
"Carvalho Neto J.T.; Salazar A.O.; Lock A.S.","Carvalho Neto, Joao Teixeira (55569752100); Salazar, Andres Ortiz (7102422753); Lock, Alberto Soto (14834340200)","55569752100; 7102422753; 14834340200","One Cycle Control Based Maximum Power Point Tracker Applied in Photovoltaic Systems","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964318661&doi=10.1109%2fTLA.2016.7437199&partnerID=40&md5=b2559ce7270d781746231dfc2dd57d07"
"Da Trindade G.O.; Lucena M.","Da Trindade, Gabriela Oliveira (57200221967); Lucena, Márcia (25825255100)","57200221967; 25825255100","Requirements traceability in agile methodologies: A exploratory survey; [Rastreabilidade de requisitos em metodologias ágeis: Um estudo exploratório]","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027023013&partnerID=40&md5=0390e7d06edd7b807c15ea4134c9cc20"
"Fernandes Silva L.; Carvalho Jacome W.","Fernandes Silva, Lyrene (23478588200); Carvalho Jacome, Wallace (57194323612)","23478588200; 57194323612","SoftBook: Software Development as an Adventure","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019713156&doi=10.1109%2fTLA.2017.7932710&partnerID=40&md5=4db975b808942a682b4e0b5be6f1b826"
"De Lima R.M.; De Medeiros Santos A.; Neto F.M.M.; De Sousa Neto A.F.; Leao F.C.P.; De Macedo F.T.; De Paula Canuto A.M.","De Lima, Rodrigo Monteiro (57191913134); De Medeiros Santos, Araken (55466623600); Neto, Francisco Milton Mendes (25722158100); De Sousa Neto, Ademar Franca (57191914944); Leao, Felipe Cesar Pinheiro (57191909959); De Macedo, Francisco Tailanio (57191911997); De Paula Canuto, Anne Magaly (15022041200)","57191913134; 55466623600; 25722158100; 57191914944; 57191909959; 57191911997; 15022041200","A 3D serious game for medical students training in clinical cases","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994692131&doi=10.1109%2fSeGAH.2016.7586255&partnerID=40&md5=777a21828f2846027bcd26a19dfa64fb"
"Dantas A.D.O.S.; Dantas A.O.A.; Dorea C.E.T.","Dantas, Amanda D. O. S. (56022652300); Dantas, Andre O. A. (57203395728); Dorea, Carlos E. T. (7004096252)","56022652300; 57203395728; 7004096252","Design of state observers with error limitation using cluster analysis","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994860431&doi=10.1109%2fCACSD.2016.7602555&partnerID=40&md5=9ae39e373f30eba1aa07804b80830029"
"De Oliveira A.V.F.M.; Fernandes M.A.C.","De Oliveira, Átila V. F. M. (56804318900); Fernandes, Marcelo A. C. (7202947679)","56804318900; 7202947679","Dynamic planning navigation strategy for mobile terrestrial robots","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957019965&doi=10.1017%2fS0263574714001702&partnerID=40&md5=3cbb8d5777062173a264fb2aaa754d72"
"Sa S.T.D.L.; Yanaguibashi E.A.; Goncalves L.M.G.; Burlamaqui A.M.F.; Barros R.P.; Fernandes C.D.C.","Sa, Sarah Thomaz De Lima (57193607830); Yanaguibashi, Erika Akemi (57194061140); Goncalves, Luiz Marcos Garcia (58069927800); Burlamaqui, Aquiles Medeiros Filgueira (55437702900); Barros, Renata Pitta (26667560800); Fernandes, Carla Da Costa (55953379500)","57193607830; 57194061140; 58069927800; 55437702900; 26667560800; 55953379500","EducAval: Towards Assessment of Educational Robotics Softwares","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018489376&doi=10.1109%2fTLA.2017.7896400&partnerID=40&md5=c8815805fcbe24a14d6427a7547212a6"
"Bezerra D.H.D.; Burlamaqui A.M.F.; De Sousa D.M.T.","Bezerra, D.H.D. (55481268700); Burlamaqui, A.M.F. (55437702900); De Sousa, D.M.T. (35303407800)","55481268700; 55437702900; 35303407800","Agile Development for the Brazilian System of IDTV with Ginga-NCL: LUAR Validation","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968761442&doi=10.1109%2fTLA.2016.7459620&partnerID=40&md5=7bbb1bfe243ca58109b8bd5c26405e22"
"Landulfo E.; Lopes F.J.S.; Montilla E.; Guedes A.G.; Hoelzemann J.J.; Fernandez J.H.; Alados-Arboledas L.; Guerrero-Rascado J.L.","Landulfo, Eduardo (6602420251); Lopes, Fábio J.S. (24074765200); Montilla, Elena (37100105600); Guedes, Anderson G. (57192835729); Hoelzemann, Judith J. (6508049044); Fernandez, José H. (55766385800); Alados-Arboledas, Lucas (7004607037); Guerrero-Rascado, Juan L. (57148462400)","6602420251; 24074765200; 37100105600; 57192835729; 6508049044; 55766385800; 7004607037; 57148462400","DUSTER lidar: Transatlantic transport of aerosol particles from the Sahara and other sources: First results from the recently installed lidar and sunphotometer in Natal/Brazil","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008419307&doi=10.1117%2f12.2241386&partnerID=40&md5=ee88a9313c06dc51e3d577fc988e421f"
"da Silva B.N.M.; Assad G.E.; de Lima J.A.","da Silva, Bruno N. M. (57214570850); Assad, Gustavo E. (57203888422); de Lima, João A. (7202778027)","57214570850; 57203888422; 7202778027","Analysis of the hall and ion-slip effects in a MHD channel flow: A hybrid approach","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064056198&doi=10.1615%2fichmt.2017.1930&partnerID=40&md5=5e1237f84e269a0537b79eb13068ee1a"
"Macedo M.A.; Carvalho D.A.S.; Musicante M.A.; Pardo A.; Costa U.S.","Macedo, Marcio A. (57215130529); Carvalho, Daniel A.S. (56896845900); Musicante, Martin A. (8586992500); Pardo, Alberto (19337499500); Costa, Umberto S. (55807105000)","57215130529; 56896845900; 8586992500; 19337499500; 55807105000","An abstract machine for integrating heterogeneous web applications","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980410078&doi=10.1109%2fAICCSA.2015.7507161&partnerID=40&md5=f1efedfbbed45b6c34c1cd69c8897672"
"Lima Damasceno A.; Roberto Fernandes S.; Girao Barreto Da Silva G.","Lima Damasceno, Alexandro (57194052039); Roberto Fernandes, Silvio (32867697900); Girao Barreto Da Silva, Gustavo (23134483300)","57194052039; 32867697900; 23134483300","Impact Analysis On A Memory Hierarchy Applied to IPNoSys Architecture","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018516399&doi=10.1109%2fTLA.2017.7896346&partnerID=40&md5=4104e4ccc1efdedc9f3d8fe54e19783b"
"Costa B.; Guedes L.A.","Costa, Bruno (25122100700); Guedes, Luiz Affonso (35761038800)","25122100700; 35761038800","Message from the chairs","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979884815&doi=10.1109%2fEAIS.2016.7502362&partnerID=40&md5=92de34a8a88b7c7a4a981bbcb94f59c0"
"Barros R.P.; Burlamaqui A.M.F.; Azevedo S.O.; Sá S.T.; Gonçalves L.M.G.; Burlamaqui A.A.R.S.","Barros, R.P. (26667560800); Burlamaqui, A.M.F. (55437702900); Azevedo, S.O. (24824131200); Sá, S.T. (57193607830); Gonçalves, L.M.G. (58069927800); Burlamaqui, A.A.R.S. (57196319457)","26667560800; 55437702900; 24824131200; 57193607830; 58069927800; 57196319457","CardBot-Assistive Technology for Visually Impaired in Educational Robotics: Experiments and Results","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015231495&doi=10.1109%2fTLA.2017.7867603&partnerID=40&md5=886b64b2c5c923a7561c383957722c4d"
"Da Silva I.A.; Bedregal B.; Da Costa C.G.; Palmeira E.; Da Rocha M.P.","Da Silva, Ivanosca A. (8386073100); Bedregal, Benjamín (15520790700); Da Costa, Claudilene G. (36650226200); Palmeira, Eduardo (37261839800); Da Rocha, Marcus P. (56779718800)","8386073100; 15520790700; 36650226200; 37261839800; 56779718800","Pseudo-uninorms and Atanassov's intuitionistic pseudo-uninorms","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944073269&doi=10.3233%2fIFS-151593&partnerID=40&md5=df7dccc630c6b2e2ca809018f0183586"
"Dias L.F.; Steinmacher I.; Pinto G.; Da Costa D.A.; Gerosa M.","Dias, Luiz Felipe (57193335822); Steinmacher, Igor (36609225300); Pinto, Gustavo (54941690500); Da Costa, Daniel Alencar (56313741000); Gerosa, Marco (10043515400)","57193335822; 36609225300; 54941690500; 56313741000; 10043515400","How does the shift to GitHub impact project collaboration?","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013059523&doi=10.1109%2fICSME.2016.78&partnerID=40&md5=badf4bc9d33ca4b56856d176f2d0f1bd"
"Melo J.; Melo E.; Ramalho B.","Melo, João (56581380500); Melo, Elda (56581474900); Ramalho, Betânia (57188565484)","56581380500; 56581474900; 57188565484","TTATI - three-dimensional technological approach to teaching innovation: Prospects for successful teaching and learning","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961640921&doi=10.1007%2f978-3-319-31307-8_22&partnerID=40&md5=a25e6e8a2c0716b67891de7afafd72ad"
"Bezerra C.G.; Costa B.S.J.; Guedes L.A.; Angelov P.P.","Bezerra, Clauber Gomes (55314704100); Costa, Bruno Sielly Jales (25122100700); Guedes, Luiz Affonso (35761038800); Angelov, Plamen Parvanov (7003690831)","55314704100; 25122100700; 35761038800; 7003690831","A new evolving clustering algorithm for online data streams","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979870811&doi=10.1109%2fEAIS.2016.7502508&partnerID=40&md5=080fd2b9b4ffff6a588a5d29d2404172"
"Telino Meneses L.; Laurindo Maitelli A.","Telino Meneses, Leonardo (57188957909); Laurindo Maitelli, Andre (6602549353)","57188957909; 6602549353","A Proposal for Improving the Current Transformers Accuracy","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964319591&doi=10.1109%2fTLA.2016.7437176&partnerID=40&md5=150c3f0cc0e9773ebb15f2a503bfd26e"
"Silva F.S.D.; Neto A.J.V.; Maciel D.B.; Castillo-Lema J.; De Oliveira Silva F.; Rosa P.F.","Silva, Felipe S. Dantas (56393770300); Neto, Augusto J.V. (35105652600); Maciel, Douglas Braz (56997192900); Castillo-Lema, Jose (55612016500); De Oliveira Silva, Flávio (37123860700); Rosa, Pedro Frosi (56187270700)","56393770300; 35105652600; 56997192900; 55612016500; 37123860700; 56187270700","SDN based control plane extensions for mobility management improvement in next generation ETArch Networks","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949528385&doi=10.1145%2f2811587.2811632&partnerID=40&md5=75ce36f44534beffb385afb516bdc635"
"Ramalho F.; Neto A.","Ramalho, Flavio (57172051500); Neto, Augusto (35105652600)","57172051500; 35105652600","Virtualization at the network edge: A performance comparison","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983806009&doi=10.1109%2fWoWMoM.2016.7523584&partnerID=40&md5=c3a768979d0f88b01582edb3f873c91f"
